plan_id,test_name,instrument,trading_day,expiry,symbol,option_type,strike,selected_premium,planned_entry,planned_stop_loss,planned_targets,target_lots,final_status
plan_2022-07-19_NIFTY_CE_16050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-19,2022-07-21,NIFTY,CE,16050.0,205.75,213.35,190.23,224.71;239.23;255.25,0;1;1,TRAILING_SL
plan_2022-07-19_NIFTY_PE_16400.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-19,2022-07-21,NIFTY,PE,16400.0,201.4,226.75,201.7,239.06;254.79;272.15,0;1;1,NOT_ENTERED
plan_2022-07-20_NIFTY_CE_16300.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-20,2022-07-21,NIFTY,CE,16300.0,209.0,250.05,211.75,268.92;292.98;319.55,0;1;1,STOPLOSS
plan_2022-07-20_NIFTY_PE_16700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-20,2022-07-21,NIFTY,PE,16700.0,215.55,232.1,204.74,245.55;262.73;281.7,0;1;1,NOT_ENTERED
plan_2022-07-21_NIFTY_CE_16250.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-21,2022-07-21,NIFTY,CE,16250.0,245.9,265.5,240.1,272.21;280.81;290.3,0;1;1,STOPLOSS
plan_2022-07-21_NIFTY_PE_16700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-21,2022-07-21,NIFTY,PE,16700.0,210.55,214.85,187.2,222.17;231.55;241.9,0;1;1,STOPLOSS
plan_2022-07-22_NIFTY_CE_16550.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-22,2022-07-28,NIFTY,CE,16550.0,201.35,208.25,177.25,216.48;227.02;238.65,0;1;1,TRAILING_SL
plan_2022-07-22_NIFTY_PE_16800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-22,2022-07-28,NIFTY,PE,16800.0,204.5,225.0,197.05,232.4;241.88;252.35,0;1;1,TRAILING_SL
plan_2022-07-25_NIFTY_CE_16550.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-25,2022-07-28,NIFTY,CE,16550.0,204.55,211.35,193.15,216.1;222.21;228.95,0;1;1,STOPLOSS
plan_2022-07-25_NIFTY_PE_16850.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-25,2022-07-28,NIFTY,PE,16850.0,213.9,231.0,207.95,237.07;244.85;253.45,0;1;1,TRAILING_SL
plan_2022-07-26_NIFTY_CE_16400.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-26,2022-07-28,NIFTY,CE,16400.0,226.75,255.7,226.25,263.51;273.51;284.55,0;1;1,NOT_ENTERED
plan_2022-07-26_NIFTY_PE_16800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-26,2022-07-28,NIFTY,PE,16800.0,232.9,235.05,205.25,242.96;253.08;264.25,0;1;1,COMPLETED
plan_2022-07-27_NIFTY_CE_16250.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-27,2022-07-28,NIFTY,CE,16250.0,243.35,251.55,232.5,256.53;262.93;270.0,0;1;1,COMPLETED
plan_2022-07-27_NIFTY_PE_16700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-27,2022-07-28,NIFTY,PE,16700.0,238.0,253.7,227.5,260.63;269.5;279.3,0;1;1,TRAILING_SL
plan_2022-07-28_NIFTY_CE_16550.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-28,2022-07-28,NIFTY,CE,16550.0,230.2,238.65,188.69,263.28;294.68;329.35,0;1;1,STOPLOSS
plan_2022-07-28_NIFTY_PE_17000.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-28,2022-07-28,NIFTY,PE,17000.0,226.8,243.3,207.8,252.76;264.85;278.2,0;1;1,STOPLOSS
plan_2022-07-29_NIFTY_CE_16950.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-29,2022-08-04,NIFTY,CE,16950.0,213.4,232.05,194.45,242.08;254.9;269.05,0;1;1,TRAILING_SL
plan_2022-07-29_NIFTY_PE_17250.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-07-29,2022-08-04,NIFTY,PE,17250.0,229.1,242.25,226.0,246.47;251.9;257.9,0;1;1,STOPLOSS
plan_2022-08-02_NIFTY_CE_17100.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-02,2022-08-04,NIFTY,CE,17100.0,226.15,265.05,240.25,277.24;292.81;310.0,0;1;1,NOT_ENTERED
plan_2022-08-02_NIFTY_PE_17450.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-02,2022-08-04,NIFTY,PE,17450.0,203.65,206.75,184.5,212.6;220.11;228.4,0;1;1,STOPLOSS
plan_2022-08-03_NIFTY_CE_17150.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-03,2022-08-04,NIFTY,CE,17150.0,218.8,221.2,188.25,229.96;241.17;253.55,0;1;1,TRAILING_SL
plan_2022-08-03_NIFTY_PE_17550.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-03,2022-08-04,NIFTY,PE,17550.0,228.8,261.35,227.05,270.48;282.16;295.05,0;1;1,COMPLETED
plan_2022-08-05_NIFTY_CE_17350.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-05,2022-08-11,NIFTY,CE,17350.0,202.55,219.9,197.2,225.87;233.54;242.0,0;1;1,STOPLOSS
plan_2022-08-05_NIFTY_PE_17500.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-05,2022-08-11,NIFTY,PE,17500.0,208.9,243.6,218.88,255.75;271.27;288.4,0;1;1,NOT_ENTERED
plan_2022-08-08_NIFTY_CE_17250.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-08,2022-08-11,NIFTY,CE,17250.0,234.9,237.95,219.95,242.65;248.68;255.35,0;1;1,STOPLOSS
plan_2022-08-08_NIFTY_PE_17550.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-08,2022-08-11,NIFTY,PE,17550.0,201.5,214.05,201.0,217.4;221.72;226.5,0;1;1,COMPLETED
plan_2022-08-10_NIFTY_CE_17350.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-10,2022-08-11,NIFTY,CE,17350.0,228.2,239.1,217.55,244.76;252.03;260.05,0;1;1,NOT_ENTERED
plan_2022-08-10_NIFTY_PE_17750.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-10,2022-08-11,NIFTY,PE,17750.0,230.3,241.25,218.05,247.36;255.2;263.85,0;1;1,COMPLETED
plan_2022-08-11_NIFTY_CE_17450.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-11,2022-08-11,NIFTY,CE,17450.0,247.15,265.1,219.73,287.46;315.97;347.45,0;1;1,NOT_ENTERED
plan_2022-08-11_NIFTY_PE_17900.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-11,2022-08-11,NIFTY,PE,17900.0,210.75,228.05,193.1,237.36;249.26;262.4,0;1;1,NOT_ENTERED
plan_2022-08-12_NIFTY_CE_17500.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-12,2022-08-18,NIFTY,CE,17500.0,216.5,228.0,201.8,234.93;243.8;253.6,0;1;1,TRAILING_SL
plan_2022-08-12_NIFTY_PE_17800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-12,2022-08-18,NIFTY,PE,17800.0,210.3,233.15,201.05,241.68;252.6;264.65,0;1;1,STOPLOSS
plan_2022-08-16_NIFTY_CE_17600.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-16,2022-08-18,NIFTY,CE,17600.0,215.2,238.9,215.28,250.51;265.33;281.7,0;1;1,STOPLOSS
plan_2022-08-16_NIFTY_PE_18000.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-16,2022-08-18,NIFTY,PE,18000.0,239.6,254.45,219.35,263.8;275.75;288.95,0;1;1,NOT_ENTERED
plan_2022-08-17_NIFTY_CE_17650.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-17,2022-08-18,NIFTY,CE,17650.0,222.15,236.05,201.95,245.13;256.73;269.55,0;1;1,TRAILING_SL
plan_2022-08-17_NIFTY_PE_18050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-17,2022-08-18,NIFTY,PE,18050.0,203.2,207.1,195.05,210.18;214.16;218.55,0;1;1,STOPLOSS
plan_2022-08-18_NIFTY_CE_17700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-18,2022-08-18,NIFTY,CE,17700.0,208.4,265.05,229.28,282.67;305.14;329.95,0;1;1,NOT_ENTERED
plan_2022-08-18_NIFTY_PE_18150.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-18,2022-08-18,NIFTY,PE,18150.0,249.0,258.4,241.6,262.77;268.39;274.6,0;1;1,COMPLETED
plan_2022-08-19_NIFTY_CE_17800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-19,2022-08-25,NIFTY,CE,17800.0,235.0,249.05,228.3,254.49;261.48;269.2,0;1;1,NOT_ENTERED
plan_2022-08-19_NIFTY_PE_18150.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-19,2022-08-25,NIFTY,PE,18150.0,226.45,229.4,213.65,233.48;238.74;244.55,0;1;1,TRAILING_SL
plan_2022-08-22_NIFTY_CE_17500.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-22,2022-08-25,NIFTY,CE,17500.0,224.75,299.05,256.51,320.01;346.74;376.25,0;1;1,NOT_ENTERED
plan_2022-08-22_NIFTY_PE_17850.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-22,2022-08-25,NIFTY,PE,17850.0,229.5,239.5,200.65,249.87;263.12;277.75,0;1;1,STOPLOSS
plan_2022-08-23_NIFTY_CE_17200.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-23,2022-08-25,NIFTY,CE,17200.0,235.0,245.3,220.65,251.81;260.14;269.35,0;1;1,COMPLETED
plan_2022-08-23_NIFTY_PE_17600.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-23,2022-08-25,NIFTY,PE,17600.0,226.9,264.5,230.46,281.26;302.64;326.25,0;1;1,NOT_ENTERED
plan_2022-08-24_NIFTY_CE_17400.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-24,2022-08-25,NIFTY,CE,17400.0,203.5,209.65,184.05,222.23;238.31;256.05,0;1;1,STOPLOSS
plan_2022-08-24_NIFTY_PE_17800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-24,2022-08-25,NIFTY,PE,17800.0,234.6,277.7,250.84,290.91;307.78;326.4,0;1;1,TRAILING_SL
plan_2022-08-25_NIFTY_CE_17450.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-25,2022-08-25,NIFTY,CE,17450.0,227.0,237.2,221.85,241.18;246.3;251.95,0;1;1,STOPLOSS
plan_2022-08-25_NIFTY_PE_17900.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-25,2022-08-25,NIFTY,PE,17900.0,228.5,232.45,218.9,235.94;240.43;245.4,0;1;1,STOPLOSS
plan_2022-08-26_NIFTY_CE_17550.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-26,2022-09-01,NIFTY,CE,17550.0,206.15,206.2,174.25,214.69;225.56;237.55,0;1;1,TRAILING_SL
plan_2022-08-26_NIFTY_PE_17800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-26,2022-09-01,NIFTY,PE,17800.0,217.4,249.3,216.9,257.91;268.93;281.1,0;1;1,NOT_ENTERED
plan_2022-08-29_NIFTY_CE_17100.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-29,2022-09-01,NIFTY,CE,17100.0,226.3,274.85,237.32,293.34;316.92;342.95,0;1;1,STOPLOSS
plan_2022-08-29_NIFTY_PE_17400.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-29,2022-09-01,NIFTY,PE,17400.0,220.8,247.0,213.43,263.53;284.62;307.9,0;1;1,STOPLOSS
plan_2022-08-30_NIFTY_CE_17250.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-30,2022-09-01,NIFTY,CE,17250.0,215.9,219.45,171.88,242.9;272.8;305.8,0;1;1,TRAILING_SL
plan_2022-08-30_NIFTY_PE_17650.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-08-30,2022-09-01,NIFTY,PE,17650.0,232.95,264.8,230.7,273.88;285.48;298.3,0;1;1,NOT_ENTERED
plan_2022-09-02_NIFTY_CE_17550.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-02,2022-09-08,NIFTY,CE,17550.0,202.55,228.05,201.88,240.92;257.36;275.5,0;1;1,NOT_ENTERED
plan_2022-09-02_NIFTY_PE_17700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-02,2022-09-08,NIFTY,PE,17700.0,210.0,248.8,225.68,260.16;274.68;290.7,0;1;1,TRAILING_SL
plan_2022-09-05_NIFTY_CE_17450.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-05,2022-09-08,NIFTY,CE,17450.0,225.7,227.15,195.8,242.58;262.26;284.0,0;1;1,TRAILING_SL
plan_2022-09-05_NIFTY_PE_17700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-05,2022-09-08,NIFTY,PE,17700.0,200.0,250.75,222.81,264.49;282.03;301.4,0;1;1,NOT_ENTERED
plan_2022-09-06_NIFTY_CE_17600.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-06,2022-09-08,NIFTY,CE,17600.0,202.55,203.45,173.0,211.53;221.88;233.3,0;1;1,STOPLOSS
plan_2022-09-06_NIFTY_PE_17900.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-06,2022-09-08,NIFTY,PE,17900.0,202.9,235.25,202.4,243.99;255.16;267.5,0;1;1,TRAILING_SL
plan_2022-09-07_NIFTY_CE_17350.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-07,2022-09-08,NIFTY,CE,17350.0,226.0,244.75,216.18,258.8;276.74;296.55,0;1;1,TRAILING_SL
plan_2022-09-07_NIFTY_PE_17750.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-07,2022-09-08,NIFTY,PE,17750.0,236.9,278.25,246.47,293.89;313.86;335.9,0;1;1,NOT_ENTERED
plan_2022-09-08_NIFTY_CE_17500.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-08,2022-09-08,NIFTY,CE,17500.0,245.4,264.85,235.21,279.43;298.05;318.6,0;1;1,TRAILING_SL
plan_2022-09-08_NIFTY_PE_17950.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-08,2022-09-08,NIFTY,PE,17950.0,211.45,213.5,198.15,217.48;222.6;228.25,0;1;1,STOPLOSS
plan_2022-09-09_NIFTY_CE_17800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-09,2022-09-15,NIFTY,CE,17800.0,207.9,218.8,198.85,224.03;230.74;238.15,0;1;1,NOT_ENTERED
plan_2022-09-09_NIFTY_PE_18050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-09,2022-09-15,NIFTY,PE,18050.0,206.25,219.25,200.0,224.29;230.76;237.9,0;1;1,STOPLOSS
plan_2022-09-12_NIFTY_CE_17750.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-12,2022-09-15,NIFTY,CE,17750.0,224.7,225.8,195.75,233.77;243.98;255.25,0;1;1,STOPLOSS
plan_2022-09-12_NIFTY_PE_18100.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-12,2022-09-15,NIFTY,PE,18100.0,227.85,260.05,227.35,268.74;279.87;292.15,0;1;1,NOT_ENTERED
plan_2022-09-13_NIFTY_CE_17850.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-13,2022-09-15,NIFTY,CE,17850.0,211.6,235.0,211.33,246.63;261.49;277.9,0;1;1,TRAILING_SL
plan_2022-09-13_NIFTY_PE_18200.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-13,2022-09-15,NIFTY,PE,18200.0,208.9,215.05,192.9,220.88;228.35;236.6,0;1;1,NOT_ENTERED
plan_2022-09-14_NIFTY_CE_17700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-14,2022-09-15,NIFTY,CE,17700.0,222.45,230.2,188.9,250.55;276.5;305.15,0;1;1,TRAILING_SL
plan_2022-09-14_NIFTY_PE_18100.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-14,2022-09-15,NIFTY,PE,18100.0,230.25,335.05,274.5,364.92;402.98;445.0,0;1;1,NOT_ENTERED
plan_2022-09-15_NIFTY_CE_17850.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-15,2022-09-15,NIFTY,CE,17850.0,236.3,238.15,205.75,246.76;257.78;269.95,0;1;1,STOPLOSS
plan_2022-09-15_NIFTY_PE_18300.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-15,2022-09-15,NIFTY,PE,18300.0,224.0,258.8,223.45,268.22;280.26;293.55,0;1;1,TRAILING_SL
plan_2022-09-16_NIFTY_CE_17700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-16,2022-09-22,NIFTY,CE,17700.0,206.5,258.2,226.96,273.57;293.19;314.85,0;1;1,NOT_ENTERED
plan_2022-09-16_NIFTY_PE_17900.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-16,2022-09-22,NIFTY,PE,17900.0,223.4,224.9,196.2,232.51;242.25;253.0,0;1;1,COMPLETED
plan_2022-09-19_NIFTY_CE_17400.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-19,2022-09-22,NIFTY,CE,17400.0,225.95,244.3,207.0,254.25;266.96;281.0,0;1;1,STOPLOSS
plan_2022-09-19_NIFTY_PE_17650.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-19,2022-09-22,NIFTY,PE,17650.0,231.65,257.1,232.08,269.4;285.11;302.45,0;1;1,TRAILING_SL
plan_2022-09-20_NIFTY_CE_17600.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-20,2022-09-22,NIFTY,CE,17600.0,223.55,232.95,204.5,240.49;250.14;260.8,0;1;1,COMPLETED
plan_2022-09-20_NIFTY_PE_17950.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-20,2022-09-22,NIFTY,PE,17950.0,231.5,238.1,220.85,242.59;248.37;254.75,0;1;1,NOT_ENTERED
plan_2022-09-21_NIFTY_CE_17650.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-21,2022-09-22,NIFTY,CE,17650.0,227.2,231.1,197.47,247.66;268.78;292.1,0;1;1,STOPLOSS
plan_2022-09-21_NIFTY_PE_18000.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-21,2022-09-22,NIFTY,PE,18000.0,217.05,284.5,244.99,303.97;328.79;356.2,0;1;1,STOPLOSS
plan_2022-09-22_NIFTY_CE_17450.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-22,2022-09-22,NIFTY,CE,17450.0,208.85,216.1,191.0,222.73;231.22;240.6,0;1;1,TRAILING_SL
plan_2022-09-22_NIFTY_PE_17850.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-22,2022-09-22,NIFTY,PE,17850.0,232.85,248.65,224.25,255.09;263.34;272.45,0;1;1,COMPLETED
plan_2022-09-23_NIFTY_CE_17550.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-23,2022-09-29,NIFTY,CE,17550.0,214.15,225.05,198.74,237.99;254.51;272.75,0;1;1,NOT_ENTERED
plan_2022-09-23_NIFTY_PE_17700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-23,2022-09-29,NIFTY,PE,17700.0,205.05,243.95,219.75,255.84;271.03;287.8,0;1;1,TRAILING_SL
plan_2022-09-26_NIFTY_CE_17100.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-26,2022-09-29,NIFTY,CE,17100.0,213.05,231.8,196.75,241.13;253.07;266.25,0;1;1,NOT_ENTERED
plan_2022-09-26_NIFTY_PE_17250.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-26,2022-09-29,NIFTY,PE,17250.0,200.45,210.0,173.9,219.62;231.92;245.5,0;1;1,COMPLETED
plan_2022-09-27_NIFTY_CE_16950.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-27,2022-09-29,NIFTY,CE,16950.0,226.5,243.05,214.5,250.62;260.3;271.0,0;1;1,TRAILING_SL
plan_2022-09-27_NIFTY_PE_17250.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-27,2022-09-29,NIFTY,PE,17250.0,219.75,231.0,195.95,240.33;252.27;265.45,0;1;1,STOPLOSS
plan_2022-09-28_NIFTY_CE_16700.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-28,2022-09-29,NIFTY,CE,16700.0,222.95,232.0,199.5,240.64;251.7;263.9,0;1;1,TRAILING_SL
plan_2022-09-28_NIFTY_PE_17050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-28,2022-09-29,NIFTY,PE,17050.0,211.5,225.05,184.35,245.1;270.67;298.9,0;1;1,STOPLOSS
plan_2022-09-29_NIFTY_CE_16800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-29,2022-09-29,NIFTY,CE,16800.0,210.5,217.9,189.03,232.1;250.23;270.25,0;1;1,TRAILING_SL
plan_2022-09-29_NIFTY_PE_17200.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-29,2022-09-29,NIFTY,PE,17200.0,202.25,214.85,184.25,222.97;233.37;244.85,0;1;1,STOPLOSS
plan_2022-09-30_NIFTY_CE_16750.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-30,2022-10-06,NIFTY,CE,16750.0,220.05,243.0,219.33,254.63;269.49;285.9,0;1;1,TRAILING_SL
plan_2022-09-30_NIFTY_PE_16850.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-09-30,2022-10-06,NIFTY,PE,16850.0,216.75,218.8,195.6,224.91;232.75;241.4,0;1;1,TRAILING_SL
plan_2022-10-03_NIFTY_CE_16950.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-03,2022-10-06,NIFTY,CE,16950.0,220.7,220.75,187.78,236.98;257.69;280.55,0;1;1,TRAILING_SL
plan_2022-10-03_NIFTY_PE_17200.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-03,2022-10-06,NIFTY,PE,17200.0,227.25,294.95,254.03,315.11;340.82;369.2,0;1;1,STOPLOSS
plan_2022-10-04_NIFTY_CE_16950.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-04,2022-10-06,NIFTY,CE,16950.0,212.4,220.3,182.25,239.05;262.95;289.35,0;1;1,COMPLETED
plan_2022-10-04_NIFTY_PE_17300.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-04,2022-10-06,NIFTY,PE,17300.0,202.25,231.3,191.45,241.94;255.54;270.55,0;1;1,NOT_ENTERED
plan_2022-10-06_NIFTY_CE_17200.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-06,2022-10-06,NIFTY,CE,17200.0,215.6,227.4,194.4,243.64;264.37;287.25,0;1;1,NOT_ENTERED
plan_2022-10-06_NIFTY_PE_17650.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-06,2022-10-06,NIFTY,PE,17650.0,243.2,249.4,231.7,254.01;259.95;266.5,0;1;1,COMPLETED
plan_2022-10-07_NIFTY_CE_17200.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-07,2022-10-13,NIFTY,CE,17200.0,207.65,210.25,188.09,221.13;235.04;250.4,0;1;1,STOPLOSS
plan_2022-10-07_NIFTY_PE_17400.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-07,2022-10-13,NIFTY,PE,17400.0,212.9,229.0,209.5,234.1;240.66;247.9,0;1;1,STOPLOSS
plan_2022-10-10_NIFTY_CE_17000.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-10,2022-10-13,NIFTY,CE,17000.0,203.55,216.5,185.65,231.68;251.06;272.45,0;1;1,NOT_ENTERED
plan_2022-10-10_NIFTY_PE_17250.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-10,2022-10-13,NIFTY,PE,17250.0,209.25,234.55,204.53,249.32;268.18;289.0,0;1;1,TRAILING_SL
plan_2022-10-11_NIFTY_CE_17050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-11,2022-10-13,NIFTY,CE,17050.0,218.7,225.75,204.5,231.33;238.49;246.4,0;1;1,NOT_ENTERED
plan_2022-10-11_NIFTY_PE_17350.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-11,2022-10-13,NIFTY,PE,17350.0,200.3,215.05,182.2,223.79;234.96;247.3,0;1;1,TRAILING_SL
plan_2022-10-12_NIFTY_CE_16800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-12,2022-10-13,NIFTY,CE,16800.0,237.25,255.05,220.05,264.37;276.29;289.45,0;1;1,TRAILING_SL
plan_2022-10-12_NIFTY_PE_17200.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-12,2022-10-13,NIFTY,PE,17200.0,228.3,251.9,227.32,263.98;279.41;296.45,0;1;1,NOT_ENTERED
plan_2022-10-13_NIFTY_CE_16850.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-13,2022-10-13,NIFTY,CE,16850.0,240.55,256.6,230.45,263.51;272.37;282.15,0;1;1,STOPLOSS
plan_2022-10-13_NIFTY_PE_17300.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-13,2022-10-13,NIFTY,PE,17300.0,220.65,235.55,204.05,243.92;254.63;266.45,0;1;1,TRAILING_SL
plan_2022-10-14_NIFTY_CE_17200.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-14,2022-10-20,NIFTY,CE,17200.0,225.5,231.5,207.55,243.27;258.3;274.9,0;1;1,NOT_ENTERED
plan_2022-10-14_NIFTY_PE_17400.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-14,2022-10-20,NIFTY,PE,17400.0,200.35,218.3,185.3,227.08;238.3;250.7,0;1;1,STOPLOSS
plan_2022-10-17_NIFTY_CE_17050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-17,2022-10-20,NIFTY,CE,17050.0,210.0,218.35,195.86,229.4;243.51;259.1,0;1;1,STOPLOSS
plan_2022-10-17_NIFTY_PE_17350.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-17,2022-10-20,NIFTY,PE,17350.0,229.85,262.45,240.18,273.39;287.37;302.8,0;1;1,TRAILING_SL
plan_2022-10-18_NIFTY_CE_17250.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2022-10-18,2022-10-20,NIFTY,CE,17250.0,235.3,260.25,222.3,270.37;283.31;297.6,0;1;1,TRAILING_SL
