plan_id,test_name,instrument,trading_day,expiry,symbol,option_type,strike,selected_premium,planned_entry,planned_stop_loss,planned_targets,target_lots,final_status
plan_2026-07-01_NIFTY_PE_24050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-07-01,2026-07-07,NIFTY,PE,24050.0,228.65,237.6,210.7,244.72;253.83;263.9,0;1;1,NOT_ENTERED
plan_2026-06-15_NIFTY_CE_23800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-15,2026-07-14,NIFTY,CE,23800.0,359.1,359.15,358.6,359.1;359.1;359.1,0;1;1,COMPLETED
plan_2026-06-15_NIFTY_PE_24000.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-15,2026-07-14,NIFTY,PE,24000.0,353.35,355.45,322.55,364.2;375.39;387.75,0;1;1,STOPLOSS
plan_2026-06-16_NIFTY_PE_24000.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-16,2026-07-14,NIFTY,PE,24000.0,345.4,351.25,344.9,352.78;354.78;357.0,0;1;1,NOT_ENTERED
plan_2026-06-17_NIFTY_CE_24000.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-17,2026-07-14,NIFTY,CE,24000.0,370.0,397.35,369.5,404.73;414.17;424.6,0;1;1,STOPLOSS
plan_2026-06-17_NIFTY_PE_24050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-17,2026-07-14,NIFTY,PE,24050.0,328.05,328.1,327.55,328.05;328.05;328.05,0;1;1,NOT_ENTERED
plan_2026-06-19_NIFTY_CE_23950.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-19,2026-07-14,NIFTY,CE,23950.0,374.7,400.05,374.2,406.88;415.64;425.3,0;1;1,NOT_ENTERED
plan_2026-06-19_NIFTY_PE_24000.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-19,2026-07-14,NIFTY,PE,24000.0,265.0,265.05,263.75,265.2;265.46;265.75,0;1;1,COMPLETED
plan_2026-06-22_NIFTY_CE_24100.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-22,2026-07-14,NIFTY,CE,24100.0,332.2,344.0,325.45,348.85;355.07;361.95,0;1;1,TRAILING_SL
plan_2026-06-22_NIFTY_PE_24150.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-22,2026-07-14,NIFTY,PE,24150.0,279.15,302.7,274.1,310.28;319.98;330.7,0;1;1,NOT_ENTERED
plan_2026-06-23_NIFTY_CE_24050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-23,2026-07-14,NIFTY,CE,24050.0,321.0,321.05,320.5,321.0;321.0;321.0,0;1;1,COMPLETED
plan_2026-06-23_NIFTY_PE_24100.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-23,2026-07-14,NIFTY,PE,24100.0,251.75,254.7,247.2,256.54;258.95;261.6,0;1;1,STOPLOSS
plan_2026-06-24_NIFTY_CE_23750.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-24,2026-07-14,NIFTY,CE,23750.0,391.75,391.8,369.8,397.58;405.01;413.2,0;1;1,TRAILING_SL
plan_2026-06-24_NIFTY_PE_23800.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-24,2026-07-14,NIFTY,PE,23800.0,244.0,258.9,243.35,262.93;268.12;273.85,0;1;1,STOPLOSS
plan_2026-06-25_NIFTY_CE_24100.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-25,2026-07-14,NIFTY,CE,24100.0,307.25,312.55,306.75,313.93;315.74;317.75,0;1;1,COMPLETED
plan_2026-06-25_NIFTY_PE_24150.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-25,2026-07-14,NIFTY,PE,24150.0,245.2,266.6,244.7,272.36;279.74;287.9,0;1;1,NOT_ENTERED
plan_2026-06-29_NIFTY_CE_24050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-29,2026-07-14,NIFTY,CE,24050.0,303.0,303.1,278.95,309.47;317.63;326.65,0;1;1,TRAILING_SL
plan_2026-06-29_NIFTY_PE_24100.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-29,2026-07-14,NIFTY,PE,24100.0,237.2,256.55,232.85,262.8;270.81;279.65,0;1;1,TRAILING_SL
plan_2026-06-30_NIFTY_CE_24000.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-30,2026-07-14,NIFTY,CE,24000.0,256.35,269.95,253.6,274.2;279.66;285.7,0;1;1,NOT_ENTERED
plan_2026-06-30_NIFTY_PE_24050.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-06-30,2026-07-14,NIFTY,PE,24050.0,242.7,243.3,241.5,243.59;244.02;244.5,0;1;1,COMPLETED
plan_2026-07-01_NIFTY_CE_23850.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-07-01,2026-07-14,NIFTY,CE,23850.0,300.95,314.7,290.0,321.22;329.57;338.8,0;1;1,STOPLOSS
plan_2026-07-01_NIFTY_PE_23900.0,nifty_apr_jul_2026_2lots_wide_range,NIFTY,2026-07-01,2026-07-14,NIFTY,PE,23900.0,209.0,216.2,198.1,220.92;227.0;233.7,0;1;1,NOT_ENTERED
