plan_id,test_name,instrument,trading_day,expiry,symbol,option_type,strike,selected_premium,planned_entry,planned_stop_loss,planned_targets,target_lots,final_status
plan_2026-06-24_NIFTY_CE_23750.0,nifty_apr_jul_2026,NIFTY,2026-06-24,2026-07-14,NIFTY,CE,23750.0,391.75,391.8,369.8,397.58;405.01;413.2,2;1;1,STOPLOSS
plan_2026-06-24_NIFTY_PE_24000.0,nifty_apr_jul_2026,NIFTY,2026-06-24,2026-07-14,NIFTY,PE,24000.0,336.45,357.75,335.95,363.48;370.83;378.95,2;1;1,STOPLOSS
plan_2026-06-25_NIFTY_CE_24000.0,nifty_apr_jul_2026,NIFTY,2026-06-25,2026-07-14,NIFTY,CE,24000.0,367.15,372.05,351.4,377.47;384.42;392.1,2;1;1,STOPLOSS
plan_2026-06-25_NIFTY_PE_24400.0,nifty_apr_jul_2026,NIFTY,2026-06-25,2026-07-14,NIFTY,PE,24400.0,374.2,424.5,396.56,438.24;455.78;475.15,2;1;1,NOT_ENTERED
plan_2026-06-29_NIFTY_CE_24000.0,nifty_apr_jul_2026,NIFTY,2026-06-29,2026-07-14,NIFTY,CE,24000.0,332.0,332.05,305.65,339.03;347.98;357.85,2;1;1,STOPLOSS
plan_2026-06-29_NIFTY_PE_24300.0,nifty_apr_jul_2026,NIFTY,2026-06-29,2026-07-14,NIFTY,PE,24300.0,337.85,355.75,293.71,386.35;425.35;468.4,2;1;1,STOPLOSS
plan_2026-06-30_NIFTY_CE_23850.0,nifty_apr_jul_2026,NIFTY,2026-06-30,2026-07-14,NIFTY,CE,23850.0,348.2,363.55,347.7,367.66;372.96;378.8,2;1;1,NOT_ENTERED
plan_2026-06-30_NIFTY_PE_24200.0,nifty_apr_jul_2026,NIFTY,2026-06-30,2026-07-14,NIFTY,PE,24200.0,335.95,336.0,324.5,338.93;342.72;346.9,2;1;1,NOT_ENTERED
plan_2026-07-01_NIFTY_CE_23750.0,nifty_apr_jul_2026,NIFTY,2026-07-01,2026-07-14,NIFTY,CE,23750.0,363.4,373.75,362.9,376.5;380.07;384.0,2;1;1,STOPLOSS
plan_2026-07-01_NIFTY_PE_24200.0,nifty_apr_jul_2026,NIFTY,2026-07-01,2026-07-14,NIFTY,PE,24200.0,373.8,373.85,360.2,377.36;381.9;386.9,2;1;1,STOPLOSS
